Date,ABT,ADBE,ADI,ADP,AMAT,AME,AXP,BA,CL,COF,CSCO,CVX,DD,DELL,FDX,GE,GILD,GM,GS,HAS,IBM,INTC,JBL,JNJ,JPM,KLAC,KMB,LMT,LOW,MA,MKC,MMM,MRK,MS,MU,NEM,OLN,PG,PH,PPG,QCOM,RTX,SPGI,T,TMUS,TXN,UNP,V,WDC,XOM,^GSPC
2002-10-14,0.5505189780959239,0.5482284814766211,0.720435256127993,0.5839851932669085,0.6119641468145904,0.7877297977143446,0.8963171345009363,0.6352999682629281,0.6092440785029368,0.42913505184101597,0.6943750050359254,0.8314560031459763,0.7673870875020419,,0.5579023532259386,0.8906658253067092,0.48004060347659544,,0.8057883532651304,0.6008149165131637,0.7464058573188994,0.7455982697859788,0.6799987634223718,0.6099021171401677,0.7901742683211374,0.6104505370950835,0.5487772217684298,0.5328609483496326,0.7228822120121273,,0.48625703454952784,0.8103107717233323,0.7982811692366877,0.8461548170017005,0.6002603743554504,0.15985665796713774,0.7134809066516965,0.5202919158244185,0.8081921496897717,0.7266393149600601,0.6542220533839099,0.7483840088048024,0.678429098395114,0.6292000893861355,,0.7524908165657485,0.7351443714411557,,0.5260942604180061,0.8115724965382712,0.987828634247594
2002-10-15,0.5484962974586532,0.5420577836062338,0.7408968074141247,0.5997328020783953,0.6364796773968566,0.802704206044871,0.9031855574356247,0.6615770924511735,0.5577407664619127,0.614967048924809,0.7198114817965555,0.8287532749444765,0.7710556183280006,,0.5785137116617077,0.9006793026468106,0.4458329798491041,,0.8237919994871036,0.6114915001656713,0.7671893591725705,0.7747061653358701,0.7035990134713289,0.6151789377166702,0.804523053020256,0.636222281307896,0.5648167762014272,0.493161814425654,0.7346969801650217,,0.48978210859539917,0.8181674053795023,0.7937517551268948,0.857745038636371,0.6248651573337402,0.14460374296790654,0.7338546030553663,0.4839610986433116,0.8088972540036369,0.7454677967714656,0.6750996392537442,0.7622168332060407,0.6944898917143318,0.6522290613763044,,0.7713097212784581,0.7519271817111798,,0.5204521487846129,0.8148062153997261,0.9887755056664312
2002-10-16,0.5369115292143624,0.5422758751465742,0.7419489403002784,0.7306790528560259,0.6386641868199464,0.8052045015060917,0.9112995932769995,0.6604323587014236,0.5555356933389006,0.6620391897460957,0.721353211730727,0.8266140113631474,0.7666553769030158,,0.5893859490001793,0.9044112572602886,0.42632701212388163,,0.8525714167152274,0.6162360167651392,0.797140606836447,0.7424993510083197,0.7189672366771475,0.6081539927767027,0.8032645113061558,0.6421494918478028,0.5640297435333848,0.4986656240673913,0.7354909429978248,,0.4775077858931812,0.8249424105401253,0.789795278837764,0.8561568598512004,0.621071226411827,0.12492763241853526,0.7410235695177997,0.4862950349201399,0.8124461522614755,0.7599800696648844,0.6954899684325764,0.767515189529853,0.6975116760646246,0.6466707116963116,,0.779742168922332,0.760842734867954,,0.507085829849735,0.8151644161028885,0.9891485401416195
2002-10-17,0.5265848425321393,0.5354193541673243,0.7440887841951703,0.7437053963084089,0.6466550035936501,0.8119295090187997,0.907460148075973,0.643864421505098,0.5375140622476968,0.7063361007291528,0.7201207328874434,0.8194357770758707,0.7605630654920811,,0.586388535787426,0.9019379641553574,0.4170297225022416,,0.8765490547830088,0.6170571968990726,0.7847224986640838,0.7483064263060359,0.7193426777445332,0.6627728060876387,0.8054613652024517,0.6481041791764921,0.5480064004460296,0.45370507363295376,0.7279235069017156,,0.4444773675007614,0.8280780090973994,0.7935446514073602,0.8722769710732701,0.6310783185881291,0.12408128864378712,0.7387594043420563,0.4559611644501465,0.7995437667176541,0.7483244381881133,0.7036010602661502,0.7402256572852484,0.6880915263245473,0.6435845212948426,,0.7919436173627539,0.7644516628622178,,0.5227713233368754,0.8098036542882047,0.9888643329573179
2002-10-18,0.5262566818761639,0.5444047168810896,0.7418442382390849,0.7656619149527708,0.6560675292890927,0.8049242440378696,0.9071210161380596,0.6297492885950747,0.5671890268247528,0.7050878548220502,0.7129137074590958,0.8224924005846366,0.7527290464069618,,0.5690941025366317,0.8999333541463809,0.4031261734709555,,0.8684695576036924,0.6284038484925045,0.7764477201843117,0.7513172769246401,0.7133536578112237,0.676836928850595,0.8011633624342025,0.6640792838172926,0.5543113493319118,0.434485308499146,0.7210931111511154,,0.4641897555973847,0.8381622942216959,0.7873281603347856,0.8647825757529171,0.6161442221557756,0.1047607681558787,0.7263132276779867,0.5492507822861619,0.7943886328941308,0.7369233782118263,0.7039901823697221,0.7372463207198895,0.6917525059810273,0.6321546107464019,,0.7873928423373332,0.7584737013239994,,0.5051916667447228,0.8047831277985957,0.9886004477002226
2002-10-21,0.5068191519375871,0.5460820985790402,0.745764088418491,0.819870182538648,0.6492114455537218,0.8003265619202674,0.9122608256823647,0.6479390489018293,0.6381490494631271,0.6985865143613201,0.7124628202173608,0.8100220830998929,0.7539821662161671,,0.5723978941092338,0.8987847016759477,0.38540283340591086,,0.8580882335379951,0.6208289118930318,0.7765705702983123,0.7526067930129526,0.7064892803155128,0.7253235547658508,0.8236436126684571,0.6590440229715597,0.7110553992113547,0.43666921664720093,0.7170216783443647,,0.49148817829043606,0.877090128416997,0.7795365784256542,0.8660615336706128,0.6195160298522653,0.035343282294711384,0.7353049467844102,0.5806539678103131,0.783938844344332,0.7418876917478296,0.6966010581120002,0.7617945254077789,0.7098425524926223,0.6284065879760312,,0.7988615501146542,0.7532307872919805,,0.5206383910749262,0.8262832549058621,0.988400346958349
2002-10-22,0.4552521639322057,0.5308615029690057,0.7675787657465645,0.8530644797152412,0.6386613265753566,0.8024962322728973,0.9157746598435355,0.6163929740676498,0.5863635497054295,0.6889032430859869,0.7075864051118793,0.7840713231368689,0.7437502306953577,,0.6096796849605064,0.893336058687674,0.3572164190902108,,0.8541077951519827,0.6090135533149418,0.7848860470853314,0.7560106660138722,0.7066362174222314,0.6864815750185023,0.8029961011477382,0.6514237817500499,0.5095938634983233,0.36385349168082287,0.6856730699508328,,0.45482584949462657,0.862681983554569,0.7515375421922408,0.8628171736030539,0.5942834259275454,-0.085611538946133,0.7244630200451735,0.53454466936727,0.7668343004355628,0.7145016621157818,0.7029745747446731,0.7517745180540568,0.7118757231651341,0.5844368591663937,,0.7707287917532762,0.7756253415055072,,0.5906463709344266,0.8042506312903446,0.9871758877619572
2002-10-23,0.5744061506094198,0.5318665853793095,0.7729815632439434,0.84358408932653,0.64745289028366,0.8001927307550752,0.91257396048972,0.6420666324557732,0.5927339121721774,0.6857656892163748,0.7258567723613253,0.782825026388314,0.7885603446188642,,0.6149082676356065,0.8937364706724809,0.3495595050622392,,0.8527868267744755,0.6079030627183559,0.7847908673663156,0.7517880563785948,0.71255978305173,0.674706503089345,0.801880044127777,0.6513987761420014,0.5170132522896934,0.38832040299624154,0.6933305556110487,,0.4596693985339981,0.8641944411495703,0.7805387172853336,0.8629516380038115,0.5960826621121591,-0.10134012920492856,0.728167612878326,0.5752423896493392,0.7666138475024437,0.7471448061343607,0.7362804498590322,0.7579392937672658,0.7977817891354946,0.5914290716855066,,0.7686958062798169,0.793409746342073,,0.5908661898538259,0.8040629097926449,0.9873069201491638
2002-10-24,0.5737742638453224,0.5236780489891218,0.7948288561452109,0.8435967921831401,0.6558786339907632,0.7978834713454256,0.9205506254991578,0.6582524368106287,0.6112365095824613,0.7141840070386055,0.699592835653928,0.7723646448796271,0.7783625240188733,,0.6178763352960278,0.8948136518422891,0.3823963845231705,,0.8572371840947256,0.6017776398297427,0.8178366445679739,0.7535637404972023,0.705538780452287,0.670944473521861,0.8021579775074656,0.6675107608075342,0.524005772883396,0.40187006134733383,0.6833317085762703,,0.5083612365866482,0.8670683994427676,0.7806248141496908,0.8653233024727078,0.5816741513386726,-0.08264472617730627,0.751363659519731,0.5997154863814458,0.7859034688642885,0.7571685846374032,0.7419608605733132,0.7616780739564756,0.7936094925931878,0.590587665657062,,0.7676578873076146,0.7692892543673407,,0.5978319550050197,0.8023077286689653,0.9869258309359654
2002-10-25,0.5683157727292579,0.5022280097914202,0.7855195605901238,0.845580795394419,0.6557684479845479,0.7896851691288767,0.9135566218306406,0.6806640262368961,0.5754683781346434,0.7740873283549324,0.6651909519882493,0.7464096366585155,0.7716732787781768,,0.5973095904326258,0.8838760570574373,0.38525867757431403,,0.8537303348973871,0.5651186779698508,0.8076855842021645,0.751763416227277,0.6909588299812416,0.6507317912828069,0.7871585463464946,0.6700716584705098,0.5312839262932739,0.3152121253131015,0.6600602251584644,,0.5094233487925179,0.8569143718172386,0.7648967773340948,0.8717025516591013,0.5751161105179644,-0.1606833737345856,0.7460881160530597,0.555826058464053,0.7862380351943686,0.7395283980911892,0.7248505397689878,0.7470464056293585,0.7776841431005291,0.5971105568685564,,0.771306463320197,0.7578600743094772,,0.5421823958709366,0.7980815071819732,0.9860991700781425
2002-10-28,0.5663224558024706,0.5098907989056248,0.7845387844030024,0.8461438973092135,0.6450415261615335,0.7911079419803005,0.9026918777965603,0.6806426062169018,0.5992030572902702,0.7713839031510544,0.6587898015260008,0.7595083482558012,0.7927112713589692,,0.6049512074060805,0.884048815755832,0.3843006461963006,,0.8530291935572254,0.5547971022948367,0.8007727855836584,0.7503999877243227,0.6868067936778807,0.658061771278229,0.7766514723815161,0.6579052833404295,0.53033591363734,0.3154352467791921,0.6597112439868965,,0.5239596081213558,0.863656979452149,0.7569289094015712,0.8715322700736344,0.5763729666638971,-0.17200524744934698,0.7590522726537089,0.5433434709672843,0.7941942831101647,0.7730179012741077,0.7348258018761626,0.745108900342691,0.7743054442519952,0.5877062831641126,,0.7689050808366079,0.7593832732024913,,0.5387265778599779,0.8104273600409493,0.9873831812132657
2002-10-29,0.5716595106790675,0.5161293208006575,0.7920399343430568,0.8473150807613139,0.6549167561395409,0.7900667827628018,0.9001799632610163,0.6647903911403463,0.5858609800297006,0.7762091330601877,0.6611967624671687,0.7563535999568153,0.7960879511144124,,0.6131893882314198,0.8862689819542581,0.3848417675540419,,0.855468619210486,0.554585594353064,0.8022463040505863,0.7520528924425837,0.6923874413065685,0.6688603876802423,0.7776018417447068,0.6604629228377008,0.5300551371749932,0.2933401532441713,0.6517772801492708,,0.5103545268669427,0.8602225365679148,0.7609467330124899,0.8686471405096526,0.5901319751128125,-0.16806642426972934,0.7579845288905481,0.495688409842134,0.7864048136478626,0.7758303870181346,0.7343726779057425,0.7374008445613558,0.7736509496148821,0.5980747792369889,,0.7712691385483013,0.7599800358720159,,0.5444817490425448,0.8136766439386328,0.9882663417894983
2002-10-30,0.5589987378409765,0.5750549450443898,0.778123891756869,0.8446557207577521,0.6463564285320016,0.7722441543082534,0.8999200707271852,0.6648015007969111,0.6232691841827362,0.7732767782522861,0.6519096456275075,0.7570208167076139,0.8091576942198953,,0.6029584038020881,0.8760542950946995,0.37978359250573357,,0.8553652417470908,0.5910955011603587,0.7998540147678231,0.7461787399066184,0.6950416679415833,0.6624600013955574,0.7900865281931371,0.6531301220543618,0.5283494410798387,0.29297531881687955,0.6328612638865813,,0.5318301409565496,0.8569399064809723,0.7551558303285845,0.8696254776743668,0.5778265229136099,-0.1483420068570236,0.7736928001610148,0.48601425995241676,0.7851224251937744,0.7847069841867066,0.7243516270609007,0.737122846459297,0.7743487594447759,0.603165961932831,,0.7641704820548527,0.7617087516354599,,0.5419450242792543,0.829242768083063,0.9881760126943875
2002-10-31,0.5684324623140787,0.5971634771661792,0.7742413687162769,0.8499904669392148,0.6462223737923066,0.7684076967710983,0.8948653100143892,0.6645612538766847,0.6284663554808047,0.7711968686208946,0.6437757713605325,0.7497717567238593,0.8034924232800967,,0.5945942672228484,0.8719720561309173,0.3688566286459319,,0.8545992989604958,0.5691136615574702,0.8019570076112196,0.736209731877166,0.6917628552313821,0.665989959133252,0.7862127072539893,0.657915983711204,0.521010432037926,0.2831401191130645,0.6254740024855813,,0.5013413487556924,0.854088316161174,0.7587144754431415,0.8589259419220154,0.5736033326628129,-0.13003962476010827,0.7695354881543139,0.5287699092490579,0.7808499201136611,0.7758650277248718,0.7196638163839805,0.7336262332319584,0.7732652597010782,0.5969612948709224,,0.7585985155253433,0.7575548276559843,,0.5391275525213954,0.8367789281915204,0.987583551004567
2002-11-01,0.5328521883684462,0.5883726846359014,0.7714552900661553,0.8460170605621166,0.6366913953526362,0.7825442913732743,0.881596028617798,0.6636712718504758,0.6054388200253015,0.7583802194073449,0.6399970611549148,0.7402618534373154,0.804251555713423,,0.5775254191956704,0.870929005950466,0.4495930327819021,,0.8527866217127381,0.589683667591087,0.8014126133593911,0.7349160161206106,0.6865878626395763,0.6379309021014644,0.7798188569644294,0.6532339447706236,0.502692830106003,0.23006532131582838,0.638780186029494,,0.4760767523678122,0.8475597307166277,0.7356916740843996,0.8591505636477419,0.5700623862000331,-0.1763008718949265,0.6927975903639398,0.5005285662404533,0.7762137180328802,0.801792916855307,0.7065422021189136,0.7255307795119894,0.7718168854874461,0.6060292383996352,,0.7513746778495151,0.7663559748779841,,0.5367440027259394,0.8335701334688387,0.9870071926740311
2002-11-04,0.5402655962772126,0.564073131007494,0.7523878429977766,0.8442452978660664,0.6276438510174098,0.7714659791874116,0.8761147389075166,0.6519041755927989,0.5691163547782764,0.7493967582055666,0.6245761110391184,0.7213738863927487,0.7897128070831697,,0.5539567202449843,0.8658224527473536,0.46032290665554365,,0.8499189249908143,0.5808678925074914,0.8032016483461328,0.7245908074704314,0.6734696968812321,0.6318809006008087,0.7720434052547794,0.6425041361314001,0.5033530152957766,0.12311175407798484,0.6126134539051716,,0.48193851931348414,0.839757370791486,0.7249825989437514,0.859330677259399,0.5590425741290874,-0.2108408790665551,0.6810035859668698,0.5026785526976099,0.7645315241196542,0.7934760222450229,0.6924858484844069,0.720193015200235,0.7608911529871323,0.621482560091509,,0.7520547113156664,0.757688600727749,,0.5124043818554967,0.8241992045423226,0.9867861883895139
2002-11-05,0.5330456518771058,0.5458422894921184,0.7408405129216188,0.8074017848127333,0.6230340622290891,0.7590695812996681,0.8650564641244767,0.6339334951870073,0.5628435940177116,0.7754144821184529,0.6213509503540547,0.7174036703959518,0.7878130529785962,,0.5567454831853224,0.864354365108824,0.4539469494936673,,0.8500510804877032,0.5897062905071969,0.798738865614468,0.7172024517517318,0.6727311814558777,0.6270414287146372,0.772152946401443,0.6462670874198368,0.49596561199634315,0.1162406279844581,0.6102611518479866,,0.47842726276610165,0.837862179397025,0.7250700402811839,0.8618572710771366,0.5536950736290522,-0.225303317081487,0.6826002368892604,0.49316108615375803,0.7604990887102957,0.79105128002936,0.6996942457777535,0.7174414465057934,0.7586017732300253,0.6301063438648722,,0.7400955329558679,0.7544603189310308,,0.5096315911850013,0.8141493402788342,0.9867810629763268
2002-11-06,0.524647531955637,0.5551317222127107,0.728918223227467,0.8026426725211715,0.6163953222399771,0.7791096132397978,0.8576992256928916,0.6319530703903435,0.5216888476274492,0.7575377271542098,0.6268134840430329,0.70176977263374,0.7893097741196008,,0.5516779057119984,0.8589850205136568,0.42901794411552635,,0.8395564265628399,0.5740956297497263,0.7934918263990447,0.7176677746032213,0.6622377604888761,0.6090628148572846,0.7546021982786998,0.6468953586488344,0.4739758170207184,0.10125837365856076,0.656437499689933,,0.47337562679614137,0.8369220604287593,0.7183137337481489,0.8549212004815323,0.5560538523556054,-0.19789900427340346,0.6722900992510549,0.46347871637717425,0.7569917356033383,0.7973165109203719,0.6913799078245397,0.7168228704712167,0.7665568372675373,0.6210735034514955,,0.7355812098833461,0.7454258667785577,,0.48809556414963357,0.7951838324023622,0.98600710016718
2002-11-07,0.5209189363287329,0.5597983484803308,0.7379314416531957,0.7998363269266755,0.6319517260997711,0.78464962315327,0.8624758421353211,0.6413857012399058,0.5046407345065884,0.7662785273824811,0.6359691021466984,0.7090727094431736,0.7954437903750238,,0.5536438504217802,0.8576122700797473,0.4380400572955374,,0.8440458809751195,0.5501996150847658,0.7971701248212438,0.725586871593551,0.6729502781582631,0.6095646861612201,0.7617914080278082,0.6643307020148292,0.4623707375638924,0.09975875146571989,0.6682490436501156,,0.4527563429407684,0.8387533424248848,0.7185947332810338,0.8632446430991466,0.5697133233612465,-0.21785581882577287,0.6763698151308015,0.45433391413187424,0.7599052943550022,0.8007048046315397,0.6978554520063218,0.7213259010504259,0.7610552060266309,0.6291605596474636,,0.743388684289139,0.7466903842434314,,0.5093667224583549,0.7933534809695952,0.9862764596076488
2002-11-08,0.5211184307219803,0.5618290278937651,0.7365676951724571,0.7987406288566795,0.6295440119747593,0.7848074147558608,0.8592271729358265,0.6247188602223913,0.49973686929612743,0.7676145071516871,0.6344338592748023,0.7058673012113736,0.7929656422782064,,0.5471759749036157,0.8578400749776232,0.44789498726455645,,0.8452988639257526,0.5492119459836576,0.7986941825281028,0.725552563102606,0.6723283667979975,0.6056046401652291,0.7626881967583715,0.6617630070756787,0.46293058029535916,0.087323733590769,0.6692831637539484,,0.4424207793053139,0.8374506917920428,0.7142515507335232,0.8631049715303223,0.5721303013236441,-0.21510383899641417,0.6782722589544252,0.4544730379231018,0.7566436915967593,0.8020101119422838,0.697977123161168,0.7220868396513912,0.7629006435375926,0.6216928912940313,,0.7392828816127162,0.7473622424534385,,0.5047783785095865,0.7885414947978495,0.9861574771474608
2002-11-11,0.5186501292939304,0.5655008690198395,0.7365433104438598,0.7970852445094723,0.6350089624638379,0.783347109532819,0.8582910173880526,0.6265896040049316,0.4950291971936016,0.7721394217031003,0.6413103958544412,0.712636892566005,0.8052235709160922,,0.5458839901535709,0.8572723374943075,0.43507855433145265,,0.848715565501326,0.5600545859590161,0.8020386887398416,0.7245686658264765,0.6733629269567681,0.5994971324466741,0.7501171248118956,0.6617792901405184,0.4644768237047092,0.08396833985621269,0.6735628570600057,,0.41781191653807287,0.8376133059673523,0.712519303780362,0.8649346543199908,0.5777625120918435,-0.2032825146890621,0.6804365859333442,0.45751998152851736,0.7540350179128592,0.8046254464658601,0.7121524373136129,0.7337438857571655,0.7632709958611612,0.6271064059145792,,0.7390648912206459,0.7472792860716212,,0.49971383686370807,0.7876835584989349,0.9858078350863743
2002-11-12,0.5125399793464072,0.541756542087957,0.7293897918789236,0.7909210276753825,0.6226622361051676,0.7983984465354795,0.853096226522575,0.6636401793454816,0.46136119944226517,0.7609757349641293,0.6197354997275213,0.7009583693650094,0.8048074630540606,,0.5286287594042469,0.8513914813335097,0.3962076236214901,,0.840062505107202,0.5489174009330047,0.7988767894437527,0.7083135423807941,0.665282784761106,0.5732741256268005,0.7496337636464839,0.6531515110444683,0.45868068895705877,0.07399910967263033,0.6540379652365249,,0.38584002257594874,0.8367321621749317,0.701868258549382,0.8572090910360691,0.5567688108936084,-0.18629504816200215,0.6780151933969835,0.4139198575039854,0.7743724417583601,0.8145420725377951,0.699276487026386,0.7752834445805135,0.7478587784377891,0.590652146802011,,0.7419455433533536,0.7374185797816634,,0.4811854128334771,0.7753017742668649,0.9852833512687796
2002-11-13,0.5102897763664666,0.5377046260653249,0.7278414461006244,0.7903075110255788,0.6361937615871995,0.8054064008649522,0.8517023440654452,0.6598967788174961,0.4581687285761761,0.7577988443693193,0.6178610123777,0.6966265069856539,0.8117087080765633,,0.5349840596817019,0.8497016389076925,0.4052942582616721,,0.8391892223580714,0.537495369334881,0.7977079924351285,0.7073218650850477,0.6614151152672972,0.5715956733001633,0.7559187395889809,0.660555671015721,0.46338302301399575,0.07025321989004096,0.6491382170424539,,0.3868629078641969,0.8389137119119056,0.694269859668911,0.8587390795309554,0.5482565945517118,-0.20239510270168587,0.6765102628775334,0.4336593067122683,0.7838449602730803,0.8163774561564378,0.6965162014757857,0.7766547307135099,0.7466397886464162,0.5901439847891875,,0.7405156290109566,0.7429957021243462,,0.47914814282256896,0.7683532109969597,0.9852216990420024
2002-11-14,0.5172902758371869,0.5424314777788053,0.7579930320433835,0.7927886532200829,0.6525992716403639,0.8072390223232881,0.8543743121129338,0.6550484541989064,0.46141802284393124,0.7620815672411595,0.6246075391780427,0.7022508310296165,0.8144667395824241,,0.5450013254168875,0.852239216267973,0.4187412259058205,,0.8420287050725639,0.5450830463350317,0.8068603976997374,0.713295061399188,0.6745721053528301,0.5728786371726285,0.7607601757201417,0.680306208587789,0.4639264613405915,0.04287563694346134,0.6594317568777348,,0.388013495158399,0.8387968998901997,0.6990993938871664,0.8614770083657213,0.5637979427898431,-0.1849144054112373,0.6852610395114482,0.43853751334397695,0.7862849905663026,0.8193313035946428,0.7000106626364409,0.7746023248946091,0.7413028239019046,0.591481984703675,,0.7637710703336755,0.7446488918037515,,0.4809429508848178,0.7723152158385185,0.9847999852945366
2002-11-15,0.5259269266961049,0.5386389905521177,0.7508271016871398,0.8042463830732586,0.6455195564181745,0.8029718079661927,0.8551452984871308,0.6494067244537308,0.45046907081354726,0.7564640752586648,0.6243909348695235,0.7103382925319696,0.8117816427351059,,0.5160550562137698,0.8387480063544207,0.4146905727368918,,0.839474097925496,0.5305671566845311,0.7993087400437464,0.7043096654837689,0.6804158962572586,0.5692782212719658,0.7607514897584636,0.6747701949276349,0.4737974597897262,0.05620911023217269,0.6749473794620782,,0.38758287031571526,0.8321656251084771,0.6926254622927391,0.8575264826351531,0.5495796606204849,-0.14315004416442326,0.6881713479855143,0.4413590424714611,0.7790439812097909,0.816820293004819,0.6989600240530969,0.7700278671125255,0.7299752068448964,0.5823846507952766,,0.7638333974837664,0.7386871411842261,,0.473488730013996,0.7755574910493913,0.9844348479817333
2002-11-18,0.5247483689236386,0.5382682133426173,0.7523719824323333,0.8045905670141499,0.645503075540984,0.8014719473423123,0.8554449496586892,0.6495936533478773,0.4496526732130734,0.7583338028547624,0.6265653354462256,0.705080197950631,0.8115540313437419,,0.5139510075609894,0.8377986223237276,0.4207956638590156,,0.8363344601476318,0.49490710922942793,0.7988761909908156,0.7034090065385653,0.6791734445185008,0.5689594830840374,0.7593164985640445,0.6744265451245062,0.47835927197077577,0.05982517817172145,0.6859843849713247,,0.3869464580185448,0.8329959084704368,0.6788033093605025,0.8571976017970744,0.543100387954538,-0.1271163042148116,0.6891317212558463,0.44135764883832596,0.7772469362478315,0.816731752568503,0.6986755298699233,0.7704136306547991,0.7169565061416209,0.5796403392657621,,0.7518223927902955,0.7395202834790546,,0.4717554025852791,0.7725158312738777,0.9846508288375087
2002-11-19,0.5179599315490899,0.5395867279241016,0.749145137995672,0.8026211213047982,0.6407047090180932,0.7989581942366999,0.8543793367503065,0.6530798051550005,0.44639450344165454,0.7597558087555254,0.623127473857824,0.7016008499626113,0.8090511357311497,,0.5128768165263877,0.8370405524569732,0.4145185235087707,,0.8441220217169162,0.4869437345441962,0.8036928764606386,0.6997888560102808,0.6751046663264278,0.5725117108851748,0.7585824465673235,0.6704516876006327,0.46895862674299854,0.05710741485226793,0.6711283589510602,,0.3824300922950227,0.8341571246389387,0.6718012762638993,0.8638276876489479,0.5374664467661271,-0.11399858565082874,0.6850201645437797,0.4345034585399705,0.7758483480630877,0.8185067128075579,0.6983173789264346,0.7826163110957122,0.721071561964756,0.5774726698903685,,0.7487433290860073,0.7349930149615647,,0.4813278100920663,0.7721930230668117,0.984415591372921
2002-11-20,0.5203152200298069,0.5437238199566603,0.7551883991617585,0.8027683035369649,0.647878810120122,0.7936354359037332,0.8567101478611301,0.650786208344583,0.45022714065855185,0.755378880831621,0.6335205555681892,0.7012215730685191,0.8069428806728127,,0.5093229358525042,0.8402653474488317,0.4162411390798294,,0.8491539342012614,0.4915165512632336,0.807752016882647,0.7138035520899878,0.6831108335738846,0.5785364125796709,0.764830364579373,0.6883454899868781,0.4720416665954437,0.07431526140529256,0.6390443089775983,,0.37919468589659777,0.8439689146913267,0.6618970303625232,0.8691714173473534,0.5498591626221233,-0.11587995554674993,0.690374812840628,0.4435782596728252,0.7777357015155899,0.8138679603811207,0.7045090507739751,0.7829236358365869,0.7282398063619413,0.5944385833166517,,0.7549293697110727,0.7223174283230087,,0.47968269955946646,0.7634803925090973,0.9849341228049779
2002-11-21,0.5019887541926057,0.5504507429945822,0.7521678731790434,0.8004233012032808,0.6463671774536921,0.7974118530194473,0.8567233537079207,0.6481784612355239,0.39458591692885236,0.7518833940756202,0.6338575862392656,0.6974405808894136,0.8101591315013754,,0.4989634340097406,0.8286174049104119,0.4247168201223517,,0.8505825689965142,0.5008052280634092,0.8107051330582008,0.7121644537204962,0.6721316164209089,0.5538053103061669,0.7649007736770163,0.6866977594687648,0.45117367228598615,0.05321474660144134,0.6399172842211156,,0.35927887125822855,0.8479678962066913,0.6603100937135697,0.8691327492386596,0.5528533087561731,-0.12356243751997409,0.6753647789042363,0.4196955993562274,0.7771161700316964,0.8033997221943939,0.7046268125180909,0.7821076393871775,0.7320529387069963,0.5938713835840631,,0.7554837906085742,0.7074742258957618,,0.4722083743857967,0.7449886015072783,0.9847042423985606
2002-11-22,0.5004968918737932,0.5509056598689969,0.7517033125278467,0.8020982130648349,0.6489615580703894,0.7938520718767296,0.8552547495014303,0.6267662492148167,0.397110529678018,0.7512740761368106,0.6353958425353798,0.6972467708926133,0.8102651182845114,,0.5045615679868647,0.830517358391982,0.41483413597840013,,0.8509465865932614,0.5006361665685494,0.8148681783592594,0.712478368455565,0.6620599192282529,0.5537451691750268,0.7635352860674659,0.6893325626343271,0.44464186107288994,0.049367494484623076,0.6393326311237337,,0.3572267308432537,0.8479076847140504,0.6598852393802231,0.8686769281543565,0.5537554767346543,-0.14649978195526334,0.6755324785984078,0.4193652633539978,0.7771798834979302,0.8031399205235903,0.7042069702031659,0.7856842272328719,0.7196136152027062,0.592179829891885,,0.7557831179794974,0.7076726921654388,,0.4766892612838128,0.7447289642953219,0.9844011722243242
2002-11-25,0.4979487339982551,0.5505812556196277,0.745828055037487,0.7956384317130036,0.6477665193713248,0.7728494015162249,0.8541853704220259,0.628883453950269,0.4088499567078027,0.7418993113622259,0.6327418551014495,0.6898860539161991,0.8107810762157817,,0.5058642817286327,0.8311688665493042,0.4132153463817993,,0.8510413233004201,0.4998108271669883,0.8121278762578937,0.7105665467968809,0.6587900971813432,0.5501164391702941,0.7687382441663512,0.6870546281071029,0.4493246018591689,0.057868158664759486,0.632359857315761,,0.35426172137559864,0.846983356943285,0.6539597695580963,0.8679544244632074,0.5489005336451268,-0.13887866950260008,0.675727701886744,0.4189544499400026,0.7768391041673794,0.8046404569797537,0.7015408398884562,0.7888537214469692,0.7120409739726312,0.5894018450000015,,0.7548198649203287,0.7060693800977089,,0.48102057821096034,0.7490474899456331,0.9843417247560188
2002-11-26,0.4909621911448804,0.5501540592448216,0.7448949904456713,0.7935462308082887,0.6438155189212952,0.7644146183801366,0.8559939545626828,0.6366601588776183,0.399981084599107,0.7453022761828485,0.6348859109285404,0.6929895650896002,0.8038053191447193,,0.5097494699586826,0.830911698439523,0.42342004811770295,,0.8511901453239098,0.5141586086154091,0.8097604015419901,0.7096623987341261,0.6616288860581699,0.5581813055661933,0.772411046731267,0.6879793404260942,0.4490834295310836,0.05304899673013851,0.6257284581324292,,0.34531458140038995,0.8476823274691762,0.654579287744488,0.8678404616324302,0.553791891892572,-0.13336341552116449,0.6484481351964801,0.42419149502505515,0.7777971628378315,0.7980961030294657,0.6997444935768614,0.7910957916173147,0.7221559163651683,0.5898473536298033,,0.7610112003970533,0.6970961335187085,,0.47071622903935795,0.7457465266368148,0.9845274800081247
